"game_id","internal_name","provider.internal_name"
"158000397","No Comm Speed Baccarat 2","Pragmatic Play"
"158000398","Fire Hot 5","Pragmatic Play"
"158000399","Fire Hot 20","Pragmatic Play"
"158000400","Fire Hot 40","Pragmatic Play"
"158000401","Fire Hot 100","Pragmatic Play"
"158000402","Release the Kraken 2™","Pragmatic Play"
"158000403","Spin & Score Megaways™","Pragmatic Play"
"158000404","Towering Fortunes™","Pragmatic Play"
"158000405","Shield of Sparta™","Pragmatic Play"
"158000406","Gems of Serengeti™","Pragmatic Play"
"158000407","Snakes & Ladders Snake Eyes™","Pragmatic Play"
"158000408","Santa's Great Gift™","Pragmatic Play"
"158000409","Bigger Bass Bonanza Xmas","Pragmatic Play"
"158000410","Fury of Odin Megaways","Pragmatic Play"
"158000412","Hot Pepper","Pragmatic Play"
"158000414","PowerUP Roulette","Pragmatic Play"
"158000416","Reel Banks™","Pragmatic Play"
"158000418","PIZZA! PIZZA? PIZZA!™","Pragmatic Play"
"158000419","Sweet Powernudge","Pragmatic Play"
"158000420","Dragon Hero","Pragmatic Play"
"158000421","Wild Wild Bananas","Pragmatic Play"
"158000422","Pinup Girls","Pragmatic Play"
"158000423","Secret City Gold","Pragmatic Play"
"158000425","Fish Eye","Pragmatic Play"
"158000426","Monster Superlanche","Pragmatic Play"
"158000427","Fire Archer","Pragmatic Play"
"158000428","Club Tropicana","Pragmatic Play"
"158000429","Peak Power","Pragmatic Play"
"158000430","Wild Wild Riches Megaways","Pragmatic Play"
"158000431","Mystery of the Orient","Pragmatic Play"
"158000432","Wild West Duels","Pragmatic Play"
"158000433","The Dog House Multihold","Pragmatic Play"
"158000434","Blackjack 52 - Ruby","Pragmatic Play"
"158000435","Blackjack 53 - Ruby","Pragmatic Play"
"158000436","Blackjack 54 - Ruby","Pragmatic Play"
"158000437","Blackjack 55 - Ruby","Pragmatic Play"
"158000438","Blackjack 56 - Ruby","Pragmatic Play"
"158000439","Starlight Christmas","Pragmatic Play"
"158000440","Cowboy Coins","Pragmatic Play"
"158000441","Mochimon","Pragmatic Play"
"158000442","Jasmine Dreams™","Pragmatic Play"
"158000443","The Knight King","Pragmatic Play"
"158000444","Rabbit Garden","Pragmatic Play"
"158000445","Big Bass Bonanza - Hold & Spinner","Pragmatic Play"
"158000446","The Red Queen","Pragmatic Play"
"158000447","Blackjack 57","Pragmatic Play"
"158000448","Blackjack 58","Pragmatic Play"
"158000449","Blackjack 59","Pragmatic Play"
"158000450","Blackjack 60","Pragmatic Play"
"158000451","Blackjack 61","Pragmatic Play"
"158000452","Blackjack 62","Pragmatic Play"
"158000453","Blackjack 63","Pragmatic Play"
"158000454","Speed Blackjack 6 - Ruby","Pragmatic Play"
"158000455","Speed Blackjack 7 - Ruby","Pragmatic Play"
"158000456","Speed Blackjack 8 - Ruby","Pragmatic Play"
"158000457","Speed Blackjack 9 - Ruby","Pragmatic Play"
"158000458","Speed Blackjack 10 - Ruby","Pragmatic Play"
"158000459","Speed Blackjack 11 - Ruby","Pragmatic Play"
"158000460","Speed Blackjack 12 - Ruby","Pragmatic Play"
"158000461","Speed Blackjack 14 - Ruby","Pragmatic Play"
"158000462","Gods of Giza™","Pragmatic Play"
"158000463","African Elephant™","Pragmatic Play"
"158000464","Wild Celebrity Bus Megaways™","Pragmatic Play"
"158000465","3 Dancing Monkeys™","Pragmatic Play"
"158000466","Jane Hunter and the Mask of Montezuma™","Pragmatic Play"
"158000467","Kingdom of the Dead™","Pragmatic Play"
"158000468","Excalibur Unleashed™","Pragmatic Play"
"158000469","Blackjack 64 - Ruby","Pragmatic Play"
"158000470","Blackjack 65 - Ruby","Pragmatic Play"
"158000471","Blackjack 66 - Ruby","Pragmatic Play"
"158000472","Blackjack 67 - Ruby","Pragmatic Play"
"158000474","Blackjack 69 - Ruby","Pragmatic Play"
"158000475","Blackjack 70 - Ruby","Pragmatic Play"
"158000476","Speed Blackjack - 15 Ruby","Pragmatic Play"
"158000477","Speed Blackjack - 16 Ruby","Pragmatic Play"
"158000478","Speed Blackjack - 17 Ruby","Pragmatic Play"
"158000479","Speed Blackjack - 18 Ruby","Pragmatic Play"
"158000480","Blackjack 71 - Ruby","Pragmatic Play"
"158000481","Blackjack 72 - Ruby","Pragmatic Play"
"158000482","Blackjack 73 - Ruby","Pragmatic Play"
"158000483","Blackjack 74 - Ruby","Pragmatic Play"
"158000485","Mega Baccarat	","Pragmatic Play"
"158000486","Wild Bison Charge","Pragmatic Play"
"158000487","Knight Hot Spotz","Pragmatic Play"
"158000488"," Diamonds Of Egypt","Pragmatic Play"
"158000489","Lamp Of Infinity","Pragmatic Play"
"158000490","Jewel Rush","Pragmatic Play"
"158000491","Zeus vs Hades - Gods of War","Pragmatic Play"
"158000492","Sticky Bees","Pragmatic Play"
"158000494","Pirates Pub™","Pragmatic Play"
"158000496","Speed Blackjack 19 - Emerald","Pragmatic Play"
"158000497","Speed Blackjack 22 - Emerald","Pragmatic Play"
"158000498","Speed Blackjack 21 - Emerald","Pragmatic Play"
"158000499","Speed Blackjack 20 - Emerald","Pragmatic Play"
"158000500","VIP Blackjack 6 - Emerald","Pragmatic Play"
"158000501","VIP Blackjack 7- Emerald","Pragmatic Play"
"158000502","VIP Blackjack 8 - Emerald","Pragmatic Play"
"158000503","Floating Dragon - Dragon Boat Festival™","Pragmatic Play"
"158000504"," Country Farming™","Pragmatic Play"
"158000505","Fat Panda™","Pragmatic Play"
"158000506"," Big Bass Amazon Xtreme™","Pragmatic Play"
"158000507","Heist for the Golden Nugget™","Pragmatic Play"
"158000508"," Wisdom of Athena™","Pragmatic Play"
"158000509"," Spellbinding Mystery™","Pragmatic Play"
"158000512"," Hellvis Wild™","Pragmatic Play"
"158000513","Cash Box™","Pragmatic Play"
"158000514","3 Buzzing Wilds™","Pragmatic Play"
"158000515","Lobster Bob's Crazy Crab Shack™","Pragmatic Play"
"158000516","Diamond Cascade™","Pragmatic Play"
"158000517"," Vegas Ball Bonanza","Pragmatic Play"
"158000518","Auto Mega Roulette","Pragmatic Play"
"158000519","Rocket Blast Megaways™","Pragmatic Play"
"158000520"," Piggy Bankers™","Pragmatic Play"
"158000521","Pub Kings™","Pragmatic Play"
"158000522"," Forge of Olympus™","Pragmatic Play"
"158000523","Mustang Trail™","Pragmatic Play"
"158000524","Big Bass Hold & Spinner Megaways™","Pragmatic Play"
"158000525","Candy Blitz™","Pragmatic Play"
"158000526","Privé Lounge Blackjack 1","Pragmatic Play"
"158000527","Privé Lounge Blackjack 2","Pragmatic Play"
"158000528","Privé Lounge Blackjack 3","Pragmatic Play"
"158000529","Privé Lounge Blackjack 4","Pragmatic Play"
"158000530","Privé Lounge Blackjack 5","Pragmatic Play"
"158000531","Speed Blackjack 24 - Emerald","Pragmatic Play"
"158000532","Speed Blackjack 25 - Emerald","Pragmatic Play"
"158000533","Speed Blackjack 26 - Emerald","Pragmatic Play"
"158000534","Speed Blackjack 27 - Emerald","Pragmatic Play"
"158000535","Speed Blackjack 28 - Emerald","Pragmatic Play"
"158000536","Speed Blackjack 29 - Emerald","Pragmatic Play"
"158000537","Speed Blackjack 30 - Emerald","Pragmatic Play"
"158000538","VIP Roulette - The Club","Pragmatic Play"
"158000539","VIP Blackjack 9 - Ruby","Pragmatic Play"
"158000540","VIP Blackjack 10 - Ruby","Pragmatic Play"
"158000541","VIP Blackjack 11 - Ruby","Pragmatic Play"
"158000542","VIP Blackjack 12 - Ruby","Pragmatic Play"
"158000543","Turkish Speed Blackjack 1","Pragmatic Play"
"158000544","Turkish Blackjack 1","Pragmatic Play"
"158000545","Turkish VIP Blackjack 1","Pragmatic Play"
"158000546","Cyclops Smash™","Pragmatic Play"
"158000547","Frozen Tropics™","Pragmatic Play"
"158000548","Book of Tut Megaways™","Pragmatic Play"
"158000549","Fortunes of Aztec™","Pragmatic Play"
"158000550","8 Golden Dragon Challenge™","Pragmatic Play"
"158000551","Gold Oasis™","Pragmatic Play"
"158000552","Rainbow Reels™","Pragmatic Play"
"158000553","Big Bass Crash","Pragmatic Play"
"158000554","Gravity Bonanza™","Pragmatic Play"
"158000556","Twilight Princess™","Pragmatic Play"
"158000557","Demon Pots™","Pragmatic Play"
"158000558","Cash Chips™","Pragmatic Play"
"158000559","Infective Wild™","Pragmatic Play"
"158000560","Big Bass Halloween™","Pragmatic Play"
"158000561","The Money Man Megaways™","Pragmatic Play"
"158000562","Starlight Princess 1000™","Pragmatic Play"
"158000563","Viking Forge™","Pragmatic Play"
"158000564","Sugar Supreme Powernudge™","Pragmatic Play"
"158000565","Timber Stacks™","Pragmatic Play"
"158000566","Sic Bo","Pragmatic Play"
"158000571","The Wild Gang","Pragmatic Play"
"158000572","Nile Fortune","Pragmatic Play"
"158000573","Chase for Glory","Pragmatic Play"
"158000574","Tundra’s Fortune™","Pragmatic Play"
"158000575","Big Bass Christmas Bash™","Pragmatic Play"
"158000576","5 Frozen Charms Megaways™","Pragmatic Play"
"158000577","Sugar Rush Xmas™","Pragmatic Play"
"158000580","Treasure Island™","Pragmatic Play"
"158000582","Fire Stampede™","Pragmatic Play"
"158000583","Floating Dragon New Year Festival Ultra Megaways™ Hold & Spin","Pragmatic Play"
"158000584","Gates of Olympus 1000™","Pragmatic Play"
"158000585","Juicy Fruits Multihold™","Pragmatic Play"
"158000586","Ding Dong Christmas Bells™","Pragmatic Play"
"158000587","Blade & Fangs","Pragmatic Play"
"158000588","The Big Dawgs","Pragmatic Play"
"158000589","Lucky 6 Roulette™ ","Pragmatic Play"
"158000590","Castle of Fire","Pragmatic Play"
"158000591","Year of the Dragon King","Pragmatic Play"
"158000592","Blazing Wilds Megaways","Pragmatic Play"
"158000593","Good Luck & Good Fortune","Pragmatic Play"
"158000594","Loki’s Riches","Pragmatic Play"
"158000595","Indonesian Speed Baccarat 1","Pragmatic Play"
"158000596","Vietnamese Roulette","Pragmatic Play"
"158000597","Thai Speed Baccarat 1","Pragmatic Play"
"158000598","Red Hot Luck","Pragmatic Play"
"158000599","Blackjack 75 - Azure","Pragmatic Play"
"158000600","Blackjack 76 - Azure","Pragmatic Play"
"158000601","Blackjack 77 - Ruby","Pragmatic Play"
"158000603","Trees of Treasure","Pragmatic Play"
"158000604","The Alter Ego","Pragmatic Play"
"158000605","Big Bass Floats My Boat","Pragmatic Play"
"158000606","Pompeii Megareels Megaways","Pragmatic Play"
"158000607","Strawberry Cocktail","Pragmatic Play"
"158000608","Mighty Munching Melons","Pragmatic Play"
"158000609","Wheel O’Gold","Pragmatic Play"
"158000610","Gears of Horus","Pragmatic Play"
"158000611","Big Bass Day at the Races","Pragmatic Play"
"158000612","Beware The Deep Megaways","Pragmatic Play"
"158000613","Pot of Fortune","Pragmatic Play"
"158000614","Japanese Speed Baccarat 1","Pragmatic Play"
"158000615","Japanese Speed Baccarat 2","Pragmatic Play"
"158000616","Korean Speed Baccarat 5","Pragmatic Play"
"158000617","Sugar Rush 1000","Pragmatic Play"
"158000618","Fire Portals","Pragmatic Play"
"158000619","Big Burger Load it up with Xtra cheese","Pragmatic Play"
"158000620","The Dog House – Dog or Alive","Pragmatic Play"
"158000621","Ripe Rewards","Pragmatic Play"
"158000622","Aztec Powernudge","Pragmatic Play"
"158000623","Big Bass Secrets of the Golden Lake","Pragmatic Play"
"158000624","Turkish Mega Roulette","Pragmatic Play"
"158000625","Ice Lobster","Pragmatic Play"
"158000626","Barnyard Megahays Megaways","Pragmatic Play"
"158000627","Lobster Bob’s Sea Food and Win It","Pragmatic Play"
"158000628","Release the Bison","Pragmatic Play"
"158000629","Candy Blitz Bombs","Pragmatic Play"
"158000630","Fruity Treats","Pragmatic Play"
"158000631","Heart of Cleopatra","Pragmatic Play"
"158000632","Front Runner Odds On","Pragmatic Play"
"158000633","Dwarf & Dragon","Pragmatic Play"
"158000634","Chinese Speed Baccarat 1","Pragmatic Play"
"158000635","Japanese Speed Baccarat 3","Pragmatic Play"
"158000636","Korean Speed Baccarat 6","Pragmatic Play"
"158000637","Blackjack 82 - Emerald","Pragmatic Play"
"158000638","Blackjack 83 - Emerald","Pragmatic Play"
"158000639","Blackjack 84 - Emerald","Pragmatic Play"
"158000640"," Privé Lounge Blackjack 6","Pragmatic Play"
"158000641","Privé Lounge Blackjack 7","Pragmatic Play"
"158000642","Privé Lounge Blackjack 8","Pragmatic Play"
"158000643","Privé Lounge Blackjack 9","Pragmatic Play"
"158000644","Privé Lounge Blackjack 10","Pragmatic Play"
"158000648","Saray Rüyası","Pragmatic Play"
"158000649","Joker’s Jewels Dice™","Pragmatic Play"
"158000650","Rise of Pyramids","Pragmatic Play"
"158000651","Starlight Princess Pachi","Pragmatic Play"
"158000652","Heroic Spins","Pragmatic Play"
"158000653","Big Bass Bonanza – Reel Action","Pragmatic Play"
"158000654","Revenge of Loki Megaways","Pragmatic Play"
"158000656","Chinese Speed Baccarat 2","Pragmatic Play"
"158000657","Vietnamese Speed Baccarat 1","Pragmatic Play"
"158000658","Sweet Bonanza 1000","Pragmatic Play"
"158000659","Wildies","Pragmatic Play"
"158000660","Devilicious","Pragmatic Play"
"158000661","Medusa’s Stone","Pragmatic Play"
"158000662","Big Bass Fishing Mission","Pragmatic Play"
"158000663","Punto Banco Italia Tricolore","Pragmatic Play"
"158000664","Buffalo King Untamed Megaways","Pragmatic Play"
"158000665","Hot to Burn Multiplier","Pragmatic Play"
"158000666","Hand of Midas 2","Pragmatic Play"
"158000667","Sweet Kingdom","Pragmatic Play"
"158000669","Kirmizi Turkish Speed Blackjack 2","Pragmatic Play"
"158000670","Kirmizi Turkish BlackjackX 1","Pragmatic Play"
"158000671","Kirmizi Turkish BlackjackX 2","Pragmatic Play"
"158000672","Kirmizi Turkish BlackjackX 3","Pragmatic Play"
"158000673","Kirmizi Turkish BlackjackX 4","Pragmatic Play"
"158000674","Kirmizi Turkish BlackjackX 5","Pragmatic Play"
"158000685","Privé Lounge Baccarat 6","Pragmatic Play"
"158000686","Privé Lounge Baccarat 7","Pragmatic Play"
"158000687","Privé Lounge Baccarat 8","Pragmatic Play"
"158000688","Crank It Up","Pragmatic Play"
"158000689","Samurai Code","Pragmatic Play"
"158000690","6 Jokers","Pragmatic Play"
"158000691","Joker’s Jewels Wild","Pragmatic Play"
"158000692","Dynamite Diggin Doug","Pragmatic Play"
"158000693","Jackpot Hunter","Pragmatic Play"
"158000694","Bow of Artemis","Pragmatic Play"
"158000695","Money Stacks","Pragmatic Play"
"158000696","Dragon Gold 88","Pragmatic Play"
"158000697","Blackjack 86 - Ruby","Pragmatic Play"
"158000698","Speed Blackjack 38 - Ruby","Pragmatic Play"
"158000699","Speed Blackjack 39 - Ruby","Pragmatic Play"
"158000700","Chinese Speed Baccarat 3","Pragmatic Play"
"158000701","Mega Sic Bac","Pragmatic Play"
"158000717","Korean BlackjackX 1","Pragmatic Play"
"158000718","Korean BlackjackX 2","Pragmatic Play"
"158000719","Korean BlackjackX 3","Pragmatic Play"
"158000735","Running Sushi","Pragmatic Play"
"158000736","Yeti Quest","Pragmatic Play"
"158000737","Hot to Burn – 7 Deadly Free Spins","Pragmatic Play"
"158000738","Sumo Supreme Megaways™","Pragmatic Play"
"158000739","Aztec Treasure Hunt","Pragmatic Play"
"158000740","Forging Wilds","Pragmatic Play"
"158000741","Gem Elevator","Pragmatic Play"
"158000742","Mustang Gold Megaways™","Pragmatic Play"
"158000743","Angel vs Sinner","Pragmatic Play"
"158000744","Mystery Mice","Pragmatic Play"
"158000745","Big Bass Double Down Deluxe","Pragmatic Play"
"158000746","Joker’s Jewels Hot","Pragmatic Play"
"158000747","Congo Cash XL","Pragmatic Play"
"158000748","High Flyer","Pragmatic Play"
"158000749","Mega Roulette - Brazilian","Pragmatic Play"
"158000769","VIP Auto Roulette","Pragmatic Play"
"158000770","Oodles of Noodles","Pragmatic Play"
"158000771","Badge Blitz","Pragmatic Play"
"158000772","Wisdom of Athena 1000","Pragmatic Play"
"158000773","The Dog House – Muttley Crew","Pragmatic Play"
"158000776","Turkish Blackjack 3","Pragmatic Play"
"158000777","Fortune Hit’n Roll","Pragmatic Play"
"158000778","Chests of Cai Shen","Pragmatic Play"
"158000779","Release the Kraken Megaways™","Pragmatic Play"
"158000780","Vampy Party","Pragmatic Play"
"158000781","Big Bass Halloween 2","Pragmatic Play"
"158000782","7 Clovers of Fortune","Pragmatic Play"
"158000783","Fangtastic Freespins","Pragmatic Play"
"158000784","Candy Corner","Pragmatic Play"
"158000785","Moleionaire","Pragmatic Play"
"158000786","Wolf Gold Ultimate","Pragmatic Play"
"158000787","Himalayan Wild","Pragmatic Play"
"158000788","Eternal Empress – Freeze Time","Pragmatic Play"
"158000789","Speed Blackjack 62","Pragmatic Play"
"158000790","Speed Blackjack 63","Pragmatic Play"
"158000791","Speed Blackjack 64","Pragmatic Play"
"158000792","Speed Blackjack 65","Pragmatic Play"
"158000793","Speed Blackjack 66","Pragmatic Play"
"158000799","Blackjack 114","Pragmatic Play"
"158000801","Big Bass Xmas Xtreme","Pragmatic Play"
"158000802","Might of Freya Megaways™","Pragmatic Play"
"158000803","Penguins Christmas Party Time","Pragmatic Play"
"158000804","Santa’s Xmas Rush","Pragmatic Play"
"158000805","Gates of Olympus Xmas 1000","Pragmatic Play"
"158000806","Bet Behind Pro Blackjack","Pragmatic Play"
"158000807","Turkish Blackjack 4","Pragmatic Play"
"158000808","Turkish Speed Blackjack 3","Pragmatic Play"
"158000809","Turkish VIP Blackjack 2","Pragmatic Play"
"158000810","Brazilian ONE Blackjack","Pragmatic Play"
"158000811","Tiny Toads","Pragmatic Play"
"158000812","Dragon King Hot Pots","Pragmatic Play"
"158000813","Mining Rush","Pragmatic Play"
"158000814","Big Bass Bonanza 3 Reeler","Pragmatic Play"
"158000815","Money Stacks Megaways™","Pragmatic Play"
"158000816","Aztec Smash","Pragmatic Play"
"158000817","Irish Crown","Pragmatic Play"
"158000818","Floating Dragon – Year of the Snake","Pragmatic Play"
"158000819","Fonzo’s Feline Fortunes","Pragmatic Play"
"158000820","Italian Mega Roulette","Pragmatic Play"
"158000821","Indonesian Roulette","Pragmatic Play"
"158000822","Indonesian BlackjackX 1","Pragmatic Play"
"158000823","Indonesian BlackjackX 2","Pragmatic Play"
"158000824","Indonesian BlackjackX 3","Pragmatic Play"
"158000825","Indonesian BlackjackX 4","Pragmatic Play"
"158000826","Indonesian BlackjackX 5","Pragmatic Play"
"158000827","Brazilian BlackjackX 1","Pragmatic Play"
"158000828","Brazilian BlackjackX 2","Pragmatic Play"
"158000829","Brazilian BlackjackX 3","Pragmatic Play"
"158000830","Brazilian BlackjackX 4","Pragmatic Play"
"158000831","Brazilian BlackjackX 5","Pragmatic Play"
"158000832","Aztec Gems Megaways™","Pragmatic Play"
"158000834","Wild Wild Pearls","Pragmatic Play"
"158000835","Brick House Bonanza","Pragmatic Play"
"158000836","Wild Wildebeest Wins","Pragmatic Play"
"158000837","Escape the Pyramid – Fire & Ice","Pragmatic Play"
"158000838","Bigger Bass Splash","Pragmatic Play"
"158000839","Savannah Legend","Pragmatic Play"
"158000840","Ancient Island Megaways™","Pragmatic Play"
"158000841","BlackjackX 31","Pragmatic Play"
"158000842","BlackjackX 32","Pragmatic Play"
"158000843","BlackjackX 33","Pragmatic Play"
"158000844","BlackjackX 34","Pragmatic Play"
"158000845","BlackjackX 35","Pragmatic Play"
"158000846","BlackjackX 36","Pragmatic Play"
"158000847","BlackjackX 37","Pragmatic Play"
"158000848","BlackjackX 38","Pragmatic Play"
"158000849","BlackjackX 39","Pragmatic Play"
"158000850","BlackjackX 40","Pragmatic Play"
"158000851","Thai Speed Baccarat 2","Pragmatic Play"
"158000852","Fortune Roulette","Pragmatic Play"
"158000853","Greedy Fortune Pig","Pragmatic Play"
"158000854","Peppe’s Pepperoni Pizza Plaza","Pragmatic Play"
"158000855","John Hunter and Galileo’s Secrets","Pragmatic Play"
"158000856","Big Bass Return to the Races","Pragmatic Play"
"158000857","5 Lions Megaways™ 2","Pragmatic Play"
"158000858","Raging Waterfall Megaways™","Pragmatic Play"
"158000859","Lucky’s Wild Pub","Pragmatic Play"
"158000860","Triple Pot Gold","Pragmatic Play"
"158000861","Vietnamese Speed Baccarat 2","Pragmatic Play"
"158000862","Brazilian Blackjack 1","Pragmatic Play"
"158000863","Brazilian Blackjack 2","Pragmatic Play"
"158000864","Brazilian VIP Blackjack 1","Pragmatic Play"
"158000865","Indonesian BlackjackX 6","Pragmatic Play"
"158000866","Indonesian BlackjackX 7","Pragmatic Play"
"158000867","Indonesian BlackjackX 8","Pragmatic Play"
"158000868","Indonesian BlackjackX 9","Pragmatic Play"
"158000869","Indonesian BlackjackX 10","Pragmatic Play"
"158000870","Indonesian BlackjackX 11","Pragmatic Play"
"158000871","Indonesian BlackjackX 12","Pragmatic Play"
"158000872","Indonesian BlackjackX 13","Pragmatic Play"
"158000873","Indonesian BlackjackX 14","Pragmatic Play"
"158000874","Indonesian BlackjackX 15","Pragmatic Play"
"158000875","Immersive Roulette Deluxe","Pragmatic Play"
"158000876","Wolf Gold Dice","Pragmatic Play"
"158000877","Irish Cash Chips","Pragmatic Play"
"158000878","To Peiratiko Multihold","Pragmatic Play"
"158000879","Devil Joker","Pragmatic Play"
"158000880","Oranje Joker 1000","Pragmatic Play"
"158000881","The Conqueror","Pragmatic Play"
"158000882","Big Bass Baboiu’ din Delta","Pragmatic Play"
"158000883","Gates of Olympus Dice","Pragmatic Play"
"158000884","Oranje Joker","Pragmatic Play"
"158000885","Jeitinho Brasileiro","Pragmatic Play"
"158000886","Xmas Spark","Pragmatic Play"
"158000887","O Vira-lata Caramelo","Pragmatic Play"
"158000888","Perun – Thunder of Balkan","Pragmatic Play"
"158000889","Ratinho Sortudo","Pragmatic Play"
"158000896","Volcano Goddess","Pragmatic Play"
"158000897","Wild Wild Joker","Pragmatic Play"
"158000898","Blitz Super Wheel","Pragmatic Play"
"158000899","Book of Monsters","Pragmatic Play"
"158000902","The Dog House – Royal Hunt","Pragmatic Play"
"158000903","Blackjack 115","Pragmatic Play"
"158000904","Blackjack 116","Pragmatic Play"
"158000905","Blackjack 117","Pragmatic Play"
"158000906","Blackjack 118","Pragmatic Play"
"158000907","Blackjack 119","Pragmatic Play"
"158000908","Blackjack 120","Pragmatic Play"
"158000909","Blackjack 121","Pragmatic Play"
"158000910","Blackjack 122","Pragmatic Play"
"158000911","Blackjack 123","Pragmatic Play"
"158000912","Blackjack 124","Pragmatic Play"
"158000913","Blackjack 125","Pragmatic Play"
"158000914","Blackjack 126","Pragmatic Play"
"158000915","American Roulette","Pragmatic Play"
"158000916","Brazilian Baccarat 1","Pragmatic Play"
"158000918","Sweet Bonanza Dice","Pragmatic Play"
"158000919","The Dog House Dice Show","Pragmatic Play"
"158000921","Sugar Rush Dice","Pragmatic Play"
"158000922","Shining Hot 5 Jackpot Play","Pragmatic Play"
"158000923","Shining Hot 20 Jackpot play","Pragmatic Play"
"158000924","Shining Hot 40 Jackpot Play","Pragmatic Play"
"158000925","Shining Hot 100 Jackpot Play","Pragmatic Play"
"158000926","Fire Hot 5 Jackpot Play","Pragmatic Play"
"158000927","Fire Hot 40 Jackpot Play","Pragmatic Play"
"158000928","Fire Hot 20 Jackpot Play","Pragmatic Play"
"158000929","Crown of Fire Jackpot Play","Pragmatic Play"
"158000930","Fire Hot 100 Jackpot Play","Pragmatic Play"
"158000931","Hot to Burn Jackpot Play","Pragmatic Play"
"158000932","Fortuna de Magalhaes","Pragmatic Play"
"158000933","Money Stacks Dice","Pragmatic Play"
"158000934","Brazilian Turbo Baccarat 1","Pragmatic Play"
"158000935","Korean Privé Lounge Baccarat 1","Pragmatic Play"
"158000936","Thai Roulette","Pragmatic Play"
"158000937","Dutch VIP Blackjack 1","Pragmatic Play"
"158000938","Dutch Blackjack 1","Pragmatic Play"
"158000939","Dutch Blackjack 2","Pragmatic Play"
"158000940","Bandit Megaways™","Pragmatic Play"
"158000942","Joker’s Jewels Cash","Pragmatic Play"
"158000943","Ride The Lightning","Pragmatic Play"
"158000945"," 5 Lions Reborn","Pragmatic Play"
"158000946","Cash Surge","Pragmatic Play"
"158000948","Big Bass Bonanza 1000","Pragmatic Play"
"158000950","Speed Baccarat Latino 1","Pragmatic Play"
"158000951","Speed Baccarat Latino 2","Pragmatic Play"
"158000952","Speed Baccarat Latino 3","Pragmatic Play"
"158000953","Speed Baccarat Latino 4","Pragmatic Play"
"158000954","Baccarat Latino 1","Pragmatic Play"
"158000955","Turbo Baccarat Latino 1","Pragmatic Play"
"158000956","BlackjackX Latino 1","Pragmatic Play"
"158000957","BlackjackX Latino 2","Pragmatic Play"
"158000958","BlackjackX Latino 3","Pragmatic Play"
"158000959","BlackjackX Latino 4","Pragmatic Play"
"158000960","BlackjackX Latino 5","Pragmatic Play"
"158000961","Gates of Olympus Super Scatter","Pragmatic Play"
"158000962","Resurrecting Riches","Pragmatic Play"
"158000963","Witch Heart Megaways","Pragmatic Play"
"158000964","Sleeping Dragon","Pragmatic Play"
"158000966","Fiesta Fortune","Pragmatic Play"
"158000967","Jumbo Safari","Pragmatic Play"
"158000969","Dutch BlackjackX 1","Pragmatic Play"
"158000970","Dutch BlackjackX 2","Pragmatic Play"
"158000971","Dutch BlackjackX 3","Pragmatic Play"
"158000972","Dutch BlackjackX 4","Pragmatic Play"
"158000973","Dutch BlackjackX 5","Pragmatic Play"
"158000974","Indonesian BlackjackX 16","Pragmatic Play"
"158000975","Indonesian BlackjackX 17","Pragmatic Play"
"158000976","Indonesian BlackjackX 18","Pragmatic Play"
"158000977","Indonesian BlackjackX 19","Pragmatic Play"
"158000978","Indonesian BlackjackX 20","Pragmatic Play"
"158000979","Gates of Hades","Pragmatic Play"
"158000980","Majestic Express – Gold Run","Pragmatic Play"
"158000983","Mahjong Wins Super Scatter","Pragmatic Play"
"158000984","Wild West Gold Blazing Bounty","Pragmatic Play"
"158000985","Eye of Spartacus","Pragmatic Play"
"158000986","Big Bass Boxing Bonus Round","Pragmatic Play"
"158000988","Temple Guardians","Pragmatic Play"
"158000990","Mummy’s Jewels","Pragmatic Play"
"158000992","Finger Lick’n Free Spins","Pragmatic Play"
"158000993","French Roulette","Pragmatic Play"
"158000994","Gold Party 2 – After Hours","Pragmatic Play"
"158000995","Roulette Latina","Pragmatic Play"
"158000996","Casino Hold'em","Pragmatic Play"
"158000997","Money Money Money™","Pragmatic Play"
"158000998","Money Roll™","Pragmatic Play"
"158000999","Gem Fire Fortune","Pragmatic Play"
"158001000","Turkish Privé Lounge Blackjack 1","Pragmatic Play"
"158001001","Privé Lounge Roulette","Pragmatic Play"
"158001002","Jacks or Better Draw Poker","Pragmatic Play"
"158001003","Privé Lounge Blackjack 11","Pragmatic Play"
"158001004","Privé Lounge Blackjack 12","Pragmatic Play"
"158001005","Privé Lounge Blackjack 13","Pragmatic Play"
"158001006","Privé Lounge Blackjack 14","Pragmatic Play"
"158001007","Waves of Poseidon","Pragmatic Play"
"158001008","Baccarat 5","Pragmatic Play"
"158001009","Club Tropicana – Happy Hour","Pragmatic Play"
"158001011","Alien Invaders","Pragmatic Play"
"158001012","Chilli Heat Spicy Spins","Pragmatic Play"
"158001014","You Can Piggy Bank On It","Pragmatic Play"
"158001015","Gem Trio","Pragmatic Play"
"158001016","Sweet Bonanza Super Scatter","Pragmatic Play"
"158001017","Dice City","Pragmatic Play"
"158001018","Privé Lounge Roulette Deluxe","Pragmatic Play"
"158001019","Indonesian ONE Blackjack","Pragmatic Play"
"158001020","Spaceman SC","Pragmatic Play"
"158001021","Zombie School Megaways","Pragmatic Play"
"158001023","Argonauts","Pragmatic Play"
"158001024","Big Bass Reel Repeat","Pragmatic Play"
"158001025","Ice Mints","Pragmatic Play"
"158001026","Plinko+","Pragmatic Play"
"158001027","Spellmaster","Pragmatic Play"
